Freq_Inf,Sim_inf_gnd_77,Freq_68mm,Sim_finite_gnd_68,Freq_82mm,Sim_finite_gnd_82,Freq_None,Meas_no_ground,Freq_PCB,Meas_PCB_ground
961.05527638191,-10.7500347153646,961.05527638191,-12.7402443506557,961.05527638191,-4.78716938474746,NaN,NaN,NaN,NaN
961.708542713568,-10.6867994036809,961.708542713568,-12.6787983859968,961.708542713568,-4.77153928453823,NaN,NaN,NaN,NaN
962.361809045226,-10.6239821177357,962.361809045226,-12.6177251290905,962.361809045226,-4.75603020984742,NaN,NaN,NaN,NaN
963.015075376885,-10.5615875699802,963.015075376885,-12.5570303780035,963.015075376885,-4.74064098784519,NaN,NaN,NaN,NaN
963.668341708543,-10.4996199338275,963.668341708543,-12.4967193744041,963.668341708543,-4.72537045982945,NaN,NaN,NaN,NaN
964.321608040201,-10.4380828746203,964.321608040201,-12.4367968339223,964.321608040201,-4.71021748101844,NaN,NaN,NaN,NaN
964.974874371859,-10.3769795790923,964.974874371859,-12.3772669751188,964.974874371859,-4.69518092034693,NaN,NaN,NaN,NaN
965.628140703518,-10.3163127833815,965.628140703518,-12.3181335471072,965.628140703518,-4.68025966026617,NaN,NaN,NaN,NaN
966.281407035176,-10.2560847996496,966.281407035176,-12.2593998558752,966.281407035176,-4.66545259654715,NaN,NaN,NaN,NaN
966.934673366834,-10.1962975413641,966.934673366834,-12.2010687893509,966.934673366834,-4.65075863808753,NaN,NaN,NaN,NaN
967.587939698493,-10.1369525472978,967.587939698493,-12.1431428412617,967.587939698493,-4.63617670672185,NaN,NaN,NaN,NaN
968.241206030151,-10.0780510043003,968.241206030151,-12.0856241338298,968.241206030151,-4.62170573703504,NaN,NaN,NaN,NaN
968.894472361809,-10.0195937688928,968.894472361809,-12.0285144393527,968.894472361809,-4.60734467617919,NaN,NaN,NaN,NaN
